movie_id,title,genres,year,clean_title,poster_url,overview,tmdb_rating,num_ratings,avg_rating
385,"Man of No Importance, A (1994)",Drama,1994,"Man of No Importance, A",https://image.tmdb.org/t/p/w500/zKHmxia0cdXMmNu5LUEwiJQJQoa.jpg,"Alfie Byrne is a middle-aged bus conductor in Dublin in 1963. He would appear to live a life of quiet desperation: he's gay, but firmly closeted, and his sister is always trying to find him ""the right girl"". His passion is Oscar Wilde, his hobby is putting on amateur theatre productions in the local church hall. We follow him as he struggles with temptation, friendship, disapproval, and the conservative yet oddly lyrical world of Ireland in the early 1960s.",6.0,10.0,3.4
386,S.F.W. (1994),Drama,1994,S.F.W.,https://image.tmdb.org/t/p/w500/3bq91jWCReRrqlPn81alSoxeXoP.jpg,An alienated and misanthropic teenager gains sudden and unwanted celebrity status after he's taken hostage by terrorists where his indifference to their threats to kill him makes news headlines.,6.0,30.0,2.6
387,"Low Down Dirty Shame, A (1994)",Action|Comedy,1994,"Low Down Dirty Shame, A",https://image.tmdb.org/t/p/w500/v5XUfLrdoGfatObGXhqckYTNqFT.jpg,"A black detective becomes embroiled in a web of danger while searching for a fortune in missing drug money. During the course of his investigation, he encounters various old connections, ultimately confronting the criminal responsible for Shame's expulsion from the force. He must also deal with two women, Angela, a beautiful old flame, and Peaches, his energetic but annoying sidekick.",5.6,102.0,2.7450980392156863
388,Boys Life (1995),Drama,1995,Boys Life,,,,,
389,"Colonel Chabert, Le (1994)",Drama|Romance|War,1994,"Colonel Chabert, Le",https://image.tmdb.org/t/p/w500/Usaduh828gtYe6jw9DosnPJ7I9.jpg,"When Colonel Chabert returns from the war, he discovers that he has lost everything.",6.5,20.0,3.7
390,Faster Pussycat! Kill! Kill! (1965),Action|Comedy|Drama,1965,Faster Pussycat! Kill! Kill!,https://image.tmdb.org/t/p/w500/2hIHFk52SZ9XsZB4U85RUq36BT4.jpg,"A trio of thrill-seeking go-go dancers kidnap a young girl and attempt to seduce an old rancher and his two sons out of their small fortune, but their scheme doesn't play out as intended.",6.3,59.0,3.542372881355932
391,Jason's Lyric (1994),Crime|Drama,1994,Jason's Lyric,https://image.tmdb.org/t/p/w500/2dXA5dNh3kqDQwRt08TxxgldTOW.jpg,The story of a young man who must confront his own fears about love as well as his relationships with family and friends.,6.7,40.0,3.275
392,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Children's,1993,"Secret Adventures of Tom Thumb, The",https://image.tmdb.org/t/p/w500/98yogK8pBvjqpQ7mtohuaBMLUJv.jpg,A boy born the size of a small doll is kidnapped by a genetic lab and must find a way back to his father in this inventive adventure filmed using stop motion animation techniques.,6.5,25.0,2.8
393,Street Fighter (1994),Action,1994,Street Fighter,https://image.tmdb.org/t/p/w500/6yh95dD2Y6uWAlPfWCZZygBM1ec.jpg,Colonel Guile and various other martial arts heroes fight against the tyranny of dictator M. Bison and his cohorts.,4.657,105.0,1.8571428571428572
394,Coldblooded (1995),Action,1995,Coldblooded,https://image.tmdb.org/t/p/w500/zfU3QJVqnY3wW1La9ptrOYGFdbP.jpg,"Cosmo, an affectless mob bookie who lives in the basement of a retirement home, is promoted to hitman. He learns his new trade from Steve, a seasoned killer. He falls in love with a yoga teacher, Jasmine, and must figure out a way to leave the mob so they can be together.",6.2,18.0,3.6666666666666665
395,Desert Winds (1995),Drama,1995,Desert Winds,,,,,
396,Fall Time (1995),Drama,1995,Fall Time,https://image.tmdb.org/t/p/w500/rYFexSIWUXNhuIdTIVcvZSEGe5G.jpg,"Three young men decide to plan a mock kidnapping, but everything goes wrong because a real bank robbery was already planned by two other guys.",4.7,1.0,4.0
397,"Fear, The (1995)",Horror,1995,"Fear, The",https://image.tmdb.org/t/p/w500/qpb2TpcRWKxCDokeVHUAyfEL11P.jpg,"Richard, a college student who has decided to focus his attention on the study of fear, invites a group of friends up to his family's secluded mountain cabin for the weekend. Soon, a lifelike, wooden carving of a man begins stalking and killing them.",3.9,12.0,2.4166666666666665
398,Frank and Ollie (1995),Documentary,1995,Frank and Ollie,https://image.tmdb.org/t/p/w500/eUIELE2IkuWkAc3JzjYz6J2Lpx5.jpg,"Before computer graphics, special effects wizardry, and out-of-this world technology, the magic of animation flowed from the pencils of two of the greatest animators The Walt Disney Company ever produced -- Frank Thomas and Ollie Johnston. Frank and Ollie, the talent behind BAMBI, PINOCCHIO, LADY AND THE TRAMP, THE JUNGLE BOOK, and others, set the standard for such modern-day hits as THE LION KING. It was their creative genius that helped make Disney synonymous with brilliant animation, magnificent music, and emotional storytelling. Take a journey with these extraordinary artists as they share secrets, insights, and the inspiration behind some of the greatest animated movies the world has ever known!",7.5,1.0,4.0
399,Girl in the Cadillac (1995),Drama,1995,Girl in the Cadillac,https://image.tmdb.org/t/p/w500/k9bCfnN4tfDJoGCmT8KVuvIjZWM.jpg,"A runaway teenage girl and a drifter rob a bank, hit the road to elude the Texas Rangers and find love on the run.",4.2,,
400,Homage (1995),Drama,1995,Homage,https://image.tmdb.org/t/p/w500/jJ8Abp6QYbk4P5ukkQVM3n5L896.jpg,"The young caretaker at the estate of a reclusive woman develops a dangerous obsession with her daughter, a sexy television star. Unexpected twists and turns.",4.2,,
401,Mirage (1995),Action|Thriller,1995,Mirage,https://image.tmdb.org/t/p/w500/a7qJwMyIqXyTq6sz0rQhq6Wuxj6.jpg,Matteo Juarez is a retired detective hired by a local businessman to follow his wife Jennifer. She has a split personality and seems to be putting herself in danger without knowing it.,3.0,2.0,3.0
402,Open Season (1996),Comedy,1996,Open Season,https://image.tmdb.org/t/p/w500/kZW1DSY4w31ZNndhTQYVCVW0eL6.jpg,"When the television ratings machines suddenly malfunction, public television suddenly, but mistakenly, soars to #1 in this humorous satire.",4.2,1.0,3.0
403,Two Crimes (1995),Comedy|Crime|Drama,1995,Two Crimes,https://image.tmdb.org/t/p/w500/hcmcOvuBovkME9JSRN6mtqZFOkv.jpg,"After being falsely accused of a murder, Marcos runs away to the small and quiet town of Cuevano. There he finds that the family matters are more complicated than his.",4.7,,
404,Brother Minister: The Assassination of Malcolm X (1994),Documentary,1994,Brother Minister: The Assassination of Malcolm X,,,,,
405,Highlander III: The Sorcerer (1994),Action|Sci-Fi,1994,Highlander III: The Sorcerer,https://image.tmdb.org/t/p/w500/9OwpKEb4kR3s3tgfJUMX7yficcm.jpg,"Starts off in the 15th century, with Connor McLeod training with another immortal swordsman, the Japanese sorcerer Nakano. When an evil immortal named Kane kills the old wizard, the resulting battle leaves him buried in an underground cave. When Kane resurfaces in the 20th century to create havoc, it's up to McLeod to stop him.",4.8,203.0,2.123152709359606
406,Federal Hill (1994),Drama,1994,Federal Hill,,,,,
407,In the Mouth of Madness (1995),Horror|Thriller,1995,In the Mouth of Madness,https://image.tmdb.org/t/p/w500/msh4tEUzbnEqlHcFOUH4O0Zti8r.jpg,An insurance investigator visits a small town while looking into the strange disappearance of a popular horror novelist. He soon finds that the impact of the author’s books is far more than inspirational.,7.211,193.0,2.911917098445596
408,8 Seconds (1994),Drama,1994,8 Seconds,https://image.tmdb.org/t/p/w500/wqKVkOveZrK6zwfrptGLVPmnMpR.jpg,"This film chronicles the life of Lane Frost, 1987 PRCA Bull Riding World Champion, his marriage and his friendships with Tuff Hedeman (three-time World Champion) and Cody Lambert.",7.181,72.0,3.3194444444444446
409,Above the Rim (1994),Drama,1994,Above the Rim,https://image.tmdb.org/t/p/w500/56NFHuZXdgZbVxvCyYw92E5uLQa.jpg,"Story of a promising high school basketball star and his relationships with two brothers, one a drug dealer and the other a former basketball star fallen on hard times and now employed as a security guard.",7.0,49.0,3.020408163265306
410,Addams Family Values (1993),Comedy,1993,Addams Family Values,https://image.tmdb.org/t/p/w500/sdxT2VjVSx9DRicwnuECUdBHeE7.jpg,"Siblings Wednesday and Pugsley Addams will stop at nothing to get rid of Pubert, the new baby boy adored by parents Gomez and Morticia. Things go from bad to worse when the new ""black widow"" nanny, Debbie Jellinsky, launches her plan to add Fester to her collection of dead husbands.",6.97,463.0,2.9071274298056156
411,You So Crazy (1994),Comedy,1994,You So Crazy,https://image.tmdb.org/t/p/w500/iN9whwQExgckFNuuegFksrZYufL.jpg,"Stand up comedy by Martin Lawrence, filmed in the Majestic Theater in New York City. Martin Lawrence talks about everything from racism, to relationships, to his childhood.",6.3,13.0,2.6153846153846154
412,"Age of Innocence, The (1993)",Drama,1993,"Age of Innocence, The",https://image.tmdb.org/t/p/w500/5Tuyt26v7qNR8Cl3m7ZRx36rduf.jpg,"In 19th century New York high society, a young lawyer falls in love with a woman separated from her husband, while he is engaged to the woman's cousin.",7.0,295.0,3.559322033898305
413,Airheads (1994),Comedy,1994,Airheads,https://image.tmdb.org/t/p/w500/4xPG8pPMyeoec48gKWbbC85EC8j.jpg,The Lone Rangers have heavy-metal dreams and a single demo tape they can't get anyone to play. The solution: Hijack an FM rock radio station and hold the deejays hostage until they agree to broadcast the band's tape.,6.2,245.0,2.5306122448979593
414,"Air Up There, The (1994)",Comedy,1994,"Air Up There, The",https://image.tmdb.org/t/p/w500/lY1yhtg0DRaMTzclYCXo0sP1kAV.jpg,"Jimmy Dolan is a college basketball coach who wants a big promotion. To get it, he needs to make a dramatic find. He ends up deep in Africa, hoping to recruit Saleh, a huge basketball prodigy Jimmy glimpsed in a home movie. But Saleh is the chief's son and has responsibilities at home, since the tribe's land is threatened by a mining company with its own hotshot basketball team.",6.2,90.0,2.6555555555555554
415,Another Stakeout (1993),Comedy|Thriller,1993,Another Stakeout,https://image.tmdb.org/t/p/w500/hBItFUmCrRS1mel0TM69ymBD79k.jpg,A pair of immature detectives are joined by a pesky assistant district attorney in staking out a lakeside home where an important Mafia trial witness is believed to be heading.,5.5,179.0,2.4804469273743015
416,Bad Girls (1994),Western,1994,Bad Girls,https://image.tmdb.org/t/p/w500/cXY79luLXt2dzUP2Tx601zpZFzK.jpg,"Four former harlots try to leave the wild west (Colorado, to be exact) and head north to make a better life for themselves. Unfortunately someone from Cody's past won't let it happen that easily.",5.4,89.0,2.4269662921348316
417,Barcelona (1994),Comedy|Romance,1994,Barcelona,https://image.tmdb.org/t/p/w500/7dgX3naR9EsFMvQhwHY8My6r5FR.jpg,"During the 1980s, uptight Ted Boynton is a salesman working in the Barcelona office of a Chicago-based company. He receives an unexpected visit from his cousin Fred, a naval officer who has come to Spain on a public relations mission for a U.S. fleet. Not exactly friends in the past, Ted and Fred strike up relationships with women in the Spanish city and experience conflicts -- Ted with his employer, and Fred with the Barcelona community.",6.2,208.0,3.485576923076923
418,Being Human (1993),Drama,1993,Being Human,,,,,
419,"Beverly Hillbillies, The (1993)",Comedy,1993,"Beverly Hillbillies, The",https://image.tmdb.org/t/p/w500/refYLEQvzkY63i2IHronCPQODex.jpg,"Mild-mannered dirt-poor hill-dweller Jed Clampett strikes it rich when oil is discovered on his property. At cousin Pearl's insistence, he moves his family to Beverly Hills to better enjoy his newfound wealth.",6.302,156.0,2.1923076923076925
420,Beverly Hills Cop III (1994),Action|Comedy,1994,Beverly Hills Cop III,https://image.tmdb.org/t/p/w500/7vIpCkgGEfk5LZwm78nMxswLJRH.jpg,"When his boss is killed, Detroit cop Axel Foley finds evidence that the murderer had ties to a California amusement park called Wonder World. Returning to sunny Beverly Hills once more, Foley reunites with Detective Billy Rosewood to solve the case. Along with Billy's new partner, Detective Jon Flint, they discover that Wonder World is being used as a front for a massive counterfeiting ring.",5.871,352.0,2.5056818181818183
421,Black Beauty (1994),Adventure|Children's,1994,Black Beauty,https://image.tmdb.org/t/p/w500/5uH60FBDPQoyAnc4uvU0fIB8JXv.jpg,"The fates of horses, and the people who own and command them, are revealed as Black Beauty narrates the circle of his life.",6.7,94.0,3.3617021276595747
422,Blink (1994),Thriller,1994,Blink,https://image.tmdb.org/t/p/w500/wP6dfv85SQLogoNguUd6jO1A4be.jpg,"Emma is an attractive girl in her 20s who has been blind for 20 years. A new type of eye operation partially restores her sight, but she is having problems: sometimes she doesn't ""remember"" what she's seen until later. One night she is awakened by a commotion upstairs. Peering out of her door, she sees a shadowy figure descending the stairs. Convinced that her neighbour has been murdered she approaches the police, only to find that she is unsure if it was just her new eyes playing tricks on her.",6.124,57.0,3.1228070175438596
423,Blown Away (1994),Action|Thriller,1994,Blown Away,https://image.tmdb.org/t/p/w500/fD23iryzdjfRU05nQAQriD0A3AR.jpg,"Blown Away tells the story of Jimmy Dove, who works for the Boston bomb squad. Shortly after Dove leaves the force, his partner is killed by a bomb that Dove thinks might have been made by someone he knows.",6.21,221.0,3.1085972850678734
424,Blue Chips (1994),Drama,1994,Blue Chips,https://image.tmdb.org/t/p/w500/tO71i4Ob64tchCRBB5MoqonPKAF.jpg,"Pete Bell, a college basketball coach is under a lot of pressure. His team isn't winning and he cannot attract new players. The stars of the future are secretly being paid by boosters. This practice is forbidden in the college game, but Pete is desperate and has pressures from all around.",6.101,75.0,2.6
425,Blue Sky (1994),Drama|Romance,1994,Blue Sky,https://image.tmdb.org/t/p/w500/zG40OnO4Y98lo1iDHyFo5TaZyP1.jpg,"Hank Marshall is a tough, square-jawed, straitlaced Army engineer and nuclear science expert, assigned to help conduct weapons testing in 1950s America. Hank has become a thorn in the side of the Army, though, for a couple of very different reasons. He is an outspoken opponent of atmospheric testing, though his superiors hold contrary views and want to squelch his concerns...and his reports. The other problem is his wife, Carly. She is voluptuous and volatile, wreaking havoc in his personal life and stirring up intrigue at each new Army base.",6.1,105.0,3.6095238095238096
426,Body Snatchers (1993),Horror|Sci-Fi|Thriller,1993,Body Snatchers,https://image.tmdb.org/t/p/w500/52uEKbVSpCyilZl0zRApq3zvVs3.jpg,"When Environmental Protection Agency inspector Steve Malone travels to a remote military base in order to check for toxic materials, he brings his family along for the ride. After arriving at the base, his teenage daughter Marti befriends Jean Platt, daughter of the base's commander, General Platt. When people at the base begin acting strangely, Marti becomes convinced that they are slowly being replaced by plant-like aliens.",6.148,269.0,3.0817843866171004
427,Boxing Helena (1993),Mystery|Romance|Thriller,1993,Boxing Helena,https://image.tmdb.org/t/p/w500/vgs0h94IllpZRheIjBTonjR7Zf2.jpg,"A top surgeon is besotted with a beautiful woman who once rebuffed him. Unable to come to terms with life without her, he tries to convince her that they need each other. She has other ideas, but a horrific accident leaves her at his mercy.",5.018,166.0,2.3674698795180724
428,"Bronx Tale, A (1993)",Drama,1993,"Bronx Tale, A",https://image.tmdb.org/t/p/w500/sDbO6LmLYtyqAoFTPpRcMgPSCEO.jpg,"Set in the Bronx during the tumultuous 1960s, an adolescent boy is torn between his honest, working-class father and a violent yet charismatic crime boss. Complicating matters is the youngster's growing attraction - forbidden in his neighborhood - for a beautiful black girl.",7.872,263.0,3.931558935361217
429,Cabin Boy (1994),Comedy,1994,Cabin Boy,https://image.tmdb.org/t/p/w500/xy2BzE3siqU67VQCQ2k4xideNNM.jpg,"A foul-mouthed finishing school graduate mistakenly winds up on an ill-fated fishing boat, and faces the wrath of a crew that considers him bad luck.",5.2,187.0,2.379679144385027
430,Calendar Girl (1993),Drama,1993,Calendar Girl,https://image.tmdb.org/t/p/w500/ljSqZTl5oophHsH1Qtyv7AF2BW6.jpg,"Three young men go on an end of the summer trip to Hollywood, California. Their quest: to fulfill the fantasy of meeting Marilyn Monroe.",5.1,24.0,2.4166666666666665
431,Carlito's Way (1993),Crime|Drama,1993,Carlito's Way,https://image.tmdb.org/t/p/w500/g6D7mjQtndu768cusGmoEQY9fTB.jpg,"Free after years in prison, Carlito Brigante intends to give up his criminal ways, but it's not long before the ex-con is sucked back into the New York City underworld.",7.828,369.0,3.6910569105691056
432,City Slickers II: The Legend of Curly's Gold (1994),Comedy|Western,1994,City Slickers II: The Legend of Curly's Gold,https://image.tmdb.org/t/p/w500/gh0lsyJARglhpbKmnY8i8M7V5bI.jpg,"Mitch Robbins' 40th birthday begins quite well until he returns home and finds his brother Glen, the black sheep of the family, in his sofa. Nevertheless he is about to have a wonderful birthday-night with his wife when he discovers a treasure map of Curly by chance. Together with Phil and unfortunately Glen he tries to find the hidden gold of Curly's father in the desert of Arizona.",5.301,392.0,2.579081632653061
433,Clean Slate (1994),Comedy,1994,Clean Slate,https://image.tmdb.org/t/p/w500/kAYsvQvBVshLHGTIDGHcj9jTJq0.jpg,"Pogue is a private eye with a problem: every morning when he wakes up, he has total amnesia, waking up with a 'blank slate'. Since he is in the middle of a hot investigation and has a developing romance, this is less than convenient.",5.8,48.0,2.7916666666666665
434,Cliffhanger (1993),Action|Adventure|Crime,1993,Cliffhanger,https://image.tmdb.org/t/p/w500/b28DOM54OHb1c7Lsk6Nu7Kwuonj.jpg,"A year after losing his friend in a tragic 4,000-foot fall, former ranger Gabe Walker and his partner, Hal, are called to return to the same peak to rescue a group of stranded climbers, only to learn the climbers are actually thieving hijackers who are looking for boxes full of money.",6.514,686.0,3.0845481049562684
435,Coneheads (1993),Comedy|Sci-Fi,1993,Coneheads,https://image.tmdb.org/t/p/w500/vlpQnf0rl0FpMjWLS0TNd8Bog2F.jpg,"A pair of aliens arrive on Earth to prepare for invasion, but crash instead. With enormous cone-shaped heads, robotlike walks and an appetite for toilet paper, aliens Beldar and Prymatt don't exactly blend in with the population of Paramus, N.J. But for some reason, everyone believes them when they say they're from France.",5.5,533.0,2.6060037523452158
436,Color of Night (1994),Drama|Thriller,1994,Color of Night,https://image.tmdb.org/t/p/w500/w1OBPkf3BxeC7543YzFwiKIwBFJ.jpg,A color-blind psychiatrist is stalked by an unknown killer after taking over his murdered friend's therapy group and becomes embroiled in an intense affair with a mysterious woman who may be connected to the crime.,5.7,141.0,2.652482269503546
437,Cops and Robbersons (1994),Comedy,1994,Cops and Robbersons,https://image.tmdb.org/t/p/w500/wnkWgFU5UcLwbExCp1YtCg5Ox4E.jpg,"When the police discover that a mob hitman has moved in next door to the Robbersons, they set up a stakeout in the Robbersons' home. Hard-nosed, tough-as-nails Jake Stone and his young partner Tony Moore are assigned to the stakeout, but now it is a question of whether Jake can last long enough to capture the bad guys. The Robbersons want to help, and by doing so, drive Jake crazy.",5.1,64.0,2.046875
438,"Cowboy Way, The (1994)",Action|Comedy,1994,"Cowboy Way, The",https://image.tmdb.org/t/p/w500/5oBVSzbWD85zRCKIWm0KvhypUZU.jpg,"Two championship rodeo partners travel to New York to find their missing friend, Nacho Salazar who went missing there.",5.7,152.0,2.625
439,Dangerous Game (1993),Drama,1993,Dangerous Game,https://image.tmdb.org/t/p/w500/lHD4z6KAjtDWKIMeChezIFon5bX.jpg,"A New York film director, working on his latest movie in Los Angeles, begins to reflect the actions in his movie and real life, especially when he begins an affair with the lead actress.",5.7,2.0,4.5
440,Dave (1993),Comedy|Romance,1993,Dave,https://image.tmdb.org/t/p/w500/wIUuf1NFchdCJe833JBTiSMzqfv.jpg,A sweet-natured Temp Agency operator and amateur Presidential look-alike is recruited by the Secret Service to become a temporary stand-in for the President of the United States.,6.643,948.0,3.811181434599156
441,Dazed and Confused (1993),Comedy,1993,Dazed and Confused,https://image.tmdb.org/t/p/w500/msG9awbLhVZwv1Eh9Ge7SofMexW.jpg,"The adventures of a group of Texas teens on their last day of school in 1976, centering on student Randall Floyd, who moves easily among stoners, jocks and geeks. Floyd is a star athlete, but he also likes smoking weed, which presents a conundrum when his football coach demands he sign a ""no drugs"" pledge.",7.3,643.0,3.6936236391912907
442,Demolition Man (1993),Action|Sci-Fi,1993,Demolition Man,https://image.tmdb.org/t/p/w500/dq6AmlVFo92PRuoLCcIyFdoRuxf.jpg,"In 1996, brash L.A. detective John Spartan and maniac killer Simon Phoenix are both sentenced to decades in a cryogenic prison as punishment for a rescue mission gone wrong. When Phoenix escapes 36 years later to wreak havoc on the future, Spartan is awakened to capture his nemesis the old-fashioned way.",6.8,640.0,2.9921875
443,"Endless Summer 2, The (1994)",Documentary,1994,"Endless Summer 2, The",https://image.tmdb.org/t/p/w500/89y5faI7wXFghUcsMtwfcVS6JBZ.jpg,"Bruce Brown, king of surfing documentaries, returns after nearly thirty years to trace the steps of two young surfers to top surfing spots around the world. Along the way we see many of the people and locales Bruce visited during the filming of Endless Summer (1966).",7.438,31.0,3.3870967741935485
444,Even Cowgirls Get the Blues (1993),Comedy|Romance,1993,Even Cowgirls Get the Blues,https://image.tmdb.org/t/p/w500/20x8nm0nPXkYv04COAHFA2AHyAl.jpg,A girl born with enormous thumbs in the repressive era of the 1950s learns to turn her quirks into assets.,4.3,81.0,2.2962962962962963
445,Fatal Instinct (1993),Comedy,1993,Fatal Instinct,https://image.tmdb.org/t/p/w500/syewFnehGbbya5BdxoHLzrcm5Ne.jpg,"Ned Ravine is a police officer and lawyer who occasionally defends the delinquents he arrests. He crosses paths with seductive Lola Cain during an assignment and promptly begins an affair with her. Meanwhile, Ned's wife, Lana, is deep in an affair of her own. Lana and her lover are planning to murder Ned in an elaborate fashion so they can collect on his triple indemnity life insurance policy.",5.5,100.0,2.61
446,Farewell My Concubine (1993),Drama|Romance,1993,Farewell My Concubine,https://image.tmdb.org/t/p/w500/iJ99VEPZ8aZTGm18DN6RfZCxYwk.jpg,"In an epic tale of theater, gender, love and class, two Beijing opera actors navigate political turmoil as their friendship evolves over decades.",7.9,254.0,4.082677165354331
447,"Favor, The (1994)",Comedy|Romance,1994,"Favor, The",https://image.tmdb.org/t/p/w500/uFooKexRxruACuxnkQVmwf3nNcU.jpg,"On the eve of her high school reunion, bored housewife Kathy convinces her single best friend Emily to seduce her old flame Tom, so she can get all the juicy details. But when Emily falls for Tom, it's like high school all over again!",4.8,31.0,2.4838709677419355
448,Fearless (1993),Drama,1993,Fearless,https://image.tmdb.org/t/p/w500/sFhzvwgv04VUmedB7pOO4cMP9xq.jpg,"After surviving a plane crash that kills many others, Max Klein develops a sense of invulnerability, leading to radical, compulsive actions. Can a psychologist and a fellow guilt-ridden survivor bring him down to earth?",6.898,228.0,3.6008771929824563
449,Fear of a Black Hat (1993),Comedy,1993,Fear of a Black Hat,https://image.tmdb.org/t/p/w500/jiJp7B74GBKJK8yCqLjMaFu24nJ.jpg,"Chronicling the controversial career of bad boys N.W.H. (Niggaz With Hats), this uproarious 'mockumentary' lampoons all of hardcore rap's hot-button issues. This underground laugh riot recounts the rise, fall and resurrection of a clueless bunch of would-be rappers, Ice Cold, Tone-Def & Tasty Taste performing as N.W.H.",5.9,71.0,3.6619718309859155
450,With Honors (1994),Comedy|Drama,1994,With Honors,https://image.tmdb.org/t/p/w500/eWJ2Y7CRvlv1KVfAJGRcH95i1pY.jpg,"Convinced he'll graduate with honors because of his thesis paper, a stuffy Harvard student finds his paper being held hostage by a homeless man, who might be the guy to school the young man in life.",6.7,228.0,3.280701754385965
451,Flesh and Bone (1993),Drama|Mystery|Romance,1993,Flesh and Bone,https://image.tmdb.org/t/p/w500/gNaZSODlVRiQltGWjS8vQZEYJTq.jpg,"Haunted by memories of his father murdering a family, Arlis Sweeney prefers to keep to himself, focusing his energy on his work. One day, the traumatic past that eats away at him returns when he meets Kay Davies, a woman connected to the bloody event. Against all odds, Arlis and Kay fall in love; however, when his father, Roy, reappears in his life -- with the coldhearted Ginnie in tow -- Arlis must deal with his past demons.",6.0,106.0,3.150943396226415
452,Widows' Peak (1994),Drama,1994,Widows' Peak,https://image.tmdb.org/t/p/w500/xXyVUwvJesJJChzpvn7xj5cAOfm.jpg,Scandal and mystery reign following the arrival of Edwina in a small Irish town populated entirely by widows. Edwina quickly falls out with the locals while also falling in with the son of the community's leader,6.3,38.0,3.289473684210526
453,For Love or Money (1993),Comedy,1993,For Love or Money,https://image.tmdb.org/t/p/w500/6qjr1LWkoJQJ1HXwYJj0edPk9EW.jpg,"New York concierge Doug Ireland wants to go into business for himself and refurbish a hotel on Roosevelt Island, N.Y., but he needs an investor. With a few weeks left before his option on the site runs out, Doug agrees to help wealthy Christian Hanover conceal his affair with salesgirl Andy Hart from his wife. Despite his own attraction to Andy, Doug tries to stay focused on getting Christian to invest $3 million in his project.",6.2,67.0,3.2238805970149254
454,"Firm, The (1993)",Drama|Thriller,1993,"Firm, The",https://image.tmdb.org/t/p/w500/kFexXCzidkm4LwlgZqxsJsDQB5v.jpg,"Mitch McDeere is a young man with a promising future in Law. About to sit his Bar exam, he is approached by 'The Firm' and made an offer he doesn't refuse. Seduced by the money and gifts showered on him, he is totally oblivious to the more sinister side of his company. Then, two Associates are murdered. The FBI contact him, asking him for information and suddenly his life is ruined. He has a choice - work with the FBI, or stay with the Firm. Either way he will lose his life as he knows it. Mitch figures the only way out is to follow his own plan...",6.734,824.0,3.5473300970873787
455,Free Willy (1993),Adventure|Children's|Drama,1993,Free Willy,https://image.tmdb.org/t/p/w500/9iBgd9gi9ztWiVcYSG6zl8wDFBN.jpg,"When maladjusted orphan Jesse vandalizes a theme park, he is placed with foster parents and must work at the park to make amends. There he meets Willy, a young Orca whale who has been separated from his family. Sensing kinship, they form a bond and, with the help of kindly whale trainer Rae Lindley, develop a routine of tricks. However, greedy park owner Dial soon catches wind of the duo and makes plans to profit from them.",6.187,285.0,2.5894736842105264
456,Fresh (1994),Drama,1994,Fresh,https://image.tmdb.org/t/p/w500/uXRIIUzjDZZdWR2cUzPJ9eAqaHv.jpg,"Death and violence anger twelve year old drug courier Fresh, who sets his rival employers against each other.",7.183,93.0,4.0
457,"Fugitive, The (1993)",Action|Thriller,1993,"Fugitive, The",https://image.tmdb.org/t/p/w500/b3rEtLKyOnF89mcK75GXDXdmOEf.jpg,"Wrongfully convicted of murdering his wife and sentenced to death, Richard Kimble escapes from the law in an attempt to find the real killer and clear his name.",7.473,1995.0,4.103258145363409
458,Geronimo: An American Legend (1993),Drama|Western,1993,Geronimo: An American Legend,https://image.tmdb.org/t/p/w500/9FNuwnhHngkblD6eVRXnmJN8kQq.jpg,"The Apache Indians have reluctantly agreed to settle on a US Government approved reservation. Not all the Apaches are able to adapt to the life of corn farmers. One in particular, Geronimo, is restless. Pushed over the edge by broken promises and necessary actions by the government, Geronimo and thirty or so other warriors form an attack team which humiliates the government by evading capture, while reclaiming what is rightfully theirs.",6.294,87.0,3.2758620689655173
459,"Getaway, The (1994)",Action,1994,"Getaway, The",https://image.tmdb.org/t/p/w500/ftbdJTJi6mR5iZV5ESJWv8f8pWN.jpg,An ex-con and his devoted wife must flee from danger when a heist doesn't go as planned.,5.792,143.0,2.832167832167832
460,Getting Even with Dad (1994),Comedy,1994,Getting Even with Dad,https://image.tmdb.org/t/p/w500/txsmdQqbgSz5Zu3rgd9fglMqKA4.jpg,"Con man Ray is going after one last heist – a stash of rare coins – when his estranged son Timmy unexpectedly shows up. Ray is too preoccupied with his robbery to spend time with his son, so Timmy blackmails him into acting like a father, hiding the coins and promises to return them only after Ray takes him to amusement parks and baseball games.",5.3,38.0,2.263157894736842
461,Go Fish (1994),Drama|Romance,1994,Go Fish,https://image.tmdb.org/t/p/w500/4hczdEX2RmQTOmiIKygoOYCy0bI.jpg,"Max is a trendy, pretty, young lesbian, who is having trouble finding love. A friend sets her up with Ely, whom Max likes, but Ely is frumpy, homely, and older. Nor do they have much in common. Can Max learn to look past the packaging?",5.0,86.0,3.2790697674418605
462,"Good Man in Africa, A (1994)",Action|Adventure,1994,"Good Man in Africa, A",https://image.tmdb.org/t/p/w500/4BBZLZVEANsnCVqIF9fgf0bshQD.jpg,"Morgan Leafy is a secretary to the British High Commissioner to an Africa nation. Leafy is a man that makes himself useful to his boss, the snobbish Arthur Fanshawe, who has no clue about what's going on around him, but who wants to use his secretary to carry on his dirty work, which involves getting one of the most powerful men in the country to do business with his country.The young secretary has an eye for beautiful women around him, especially Hazel, a native beauty, with whom he is having an affair. Things get complicated because Sam Adekunle, a man running for president of the country, wants a favor from Leafy in return after he has accepted the invitation to visit London. The proposition involves swaying a prominent doctor's opposition to a plan that will make Adenkule filthy rich.",4.9,28.0,2.642857142857143
